Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Switzerland,Super League,2023/2024,28/10/2023,19:30,Zurich,Lausanne Ouchy,1,1,D,1.51,4.53,6.41,1.53,4.8,6.41,1.49,4.4,5.91
Switzerland,Super League,2023/2024,29/10/2023,13:15,Lausanne,Basel,3,0,H,2.09,3.78,3.44,2.15,3.84,3.5,2.03,3.67,3.32
Switzerland,Super League,2023/2024,29/10/2023,15:30,Lugano,Young Boys,1,1,D,2.73,3.66,2.53,2.88,3.69,2.55,2.72,3.52,2.41
Switzerland,Super League,2023/2024,29/10/2023,15:30,Servette,Luzern,4,2,H,1.93,3.87,3.9,2,3.98,3.9,1.89,3.78,3.66
Switzerland,Super League,2023/2024,04/11/2023,17:00,Lausanne,Lugano,3,1,H,2.34,3.67,3,2.43,3.67,3,2.33,3.49,2.85
Switzerland,Super League,2023/2024,04/11/2023,17:00,Winterthur,Young Boys,1,4,A,3.47,3.89,2.04,3.6,3.91,2.11,3.42,3.73,1.99
Switzerland,Super League,2023/2024,04/11/2023,19:30,Zurich,Servette,0,2,A,2.58,3.46,2.81,2.58,3.5,2.88,2.48,3.37,2.74
Switzerland,Super League,2023/2024,05/11/2023,13:15,Luzern,Grasshoppers,2,0,H,1.91,3.96,3.87,1.93,3.96,3.9,1.89,3.79,3.67
Switzerland,Super League,2023/2024,05/11/2023,15:30,Basel,Yverdon,2,1,H,1.83,4.06,4.11,1.84,4.06,4.4,1.79,3.85,4.07
Switzerland,Super League,2023/2024,05/11/2023,15:30,Lausanne Ouchy,St. Gallen,2,5,A,4.03,4.08,1.85,4.2,4.2,1.95,3.8,3.95,1.82
Switzerland,Super League,2023/2024,11/11/2023,17:00,St. Gallen,Winterthur,4,2,H,1.53,4.93,5.57,1.53,5,5.8,1.5,4.69,5.33
Switzerland,Super League,2023/2024,11/11/2023,17:00,Yverdon,Lausanne,2,2,D,3.74,3.87,1.96,3.85,3.87,2.1,3.54,3.65,1.96
Switzerland,Super League,2023/2024,11/11/2023,19:30,Young Boys,Luzern,6,1,H,1.86,4.08,3.94,1.9,4.2,4.16,1.81,4,3.77
Switzerland,Super League,2023/2024,12/11/2023,13:15,Grasshoppers,Lausanne Ouchy,5,2,H,2.23,3.8,3.1,2.24,3.87,3.39,2.13,3.67,3.1
Switzerland,Super League,2023/2024,12/11/2023,15:30,Lugano,Zurich,0,3,A,2.93,3.26,2.59,2.94,3.44,2.59,2.81,3.28,2.46
Switzerland,Super League,2023/2024,12/11/2023,15:30,Servette,Basel,4,1,H,1.62,4.37,5.27,1.65,4.4,5.3,1.61,4.14,4.89
Switzerland,Super League,2023/2024,25/11/2023,17:00,Luzern,Winterthur,3,1,H,1.87,4.34,3.56,1.9,4.4,3.85,1.83,4.08,3.62
Switzerland,Super League,2023/2024,25/11/2023,17:00,Zurich,Young Boys,3,1,H,2.5,3.42,2.93,2.5,3.55,2.94,2.42,3.43,2.76
Switzerland,Super League,2023/2024,25/11/2023,19:30,Yverdon,Lugano,0,5,A,3.75,3.75,1.99,3.75,3.83,2.19,3.49,3.62,1.98
Switzerland,Super League,2023/2024,26/11/2023,13:15,Lausanne,Lausanne Ouchy,1,0,H,1.8,3.99,4.36,1.86,4.01,4.48,1.78,3.82,4.17
Switzerland,Super League,2023/2024,26/11/2023,15:30,Basel,St. Gallen,2,0,H,3.19,3.85,2.17,3.34,3.9,2.21,3.08,3.74,2.11
Switzerland,Super League,2023/2024,26/11/2023,15:30,Servette,Grasshoppers,2,0,H,1.56,4.35,5.57,1.6,4.5,5.8,1.55,4.26,5.34
Switzerland,Super League,2023/2024,02/12/2023,17:00,Grasshoppers,Lausanne,5,0,H,2.98,3.67,2.35,3.06,3.7,2.5,2.87,3.56,2.3
Switzerland,Super League,2023/2024,02/12/2023,17:00,Lausanne Ouchy,Basel,1,1,D,2.66,3.55,2.66,2.75,3.56,2.66,2.62,3.42,2.54
Switzerland,Super League,2023/2024,03/12/2023,15:30,Lugano,Luzern,1,0,H,2.23,3.71,3.18,2.28,3.75,3.25,2.19,3.61,2.99
Switzerland,Super League,2023/2024,03/12/2023,15:30,Young Boys,Servette,1,1,D,2.16,3.98,3.13,2.36,4,3.25,2.14,3.77,2.99
Switzerland,Super League,2023/2024,06/12/2023,17:30,St. Gallen,Yverdon,4,0,H,1.24,6.47,11.82,1.33,6.5,13,1.25,5.87,10.42
Switzerland,Super League,2023/2024,06/12/2023,19:30,Lugano,Basel,1,3,A,1.88,3.8,4.15,1.93,3.86,4.2,1.87,3.68,3.87
Switzerland,Super League,2023/2024,06/12/2023,19:30,Young Boys,Lausanne Ouchy,1,0,H,1.49,4.81,6.29,1.52,5.15,6.64,1.46,4.69,5.97
Switzerland,Super League,2023/2024,09/12/2023,17:00,Basel,Grasshoppers,0,1,A,1.85,3.95,4.14,2.06,3.96,4.25,1.84,3.74,3.91
Switzerland,Super League,2023/2024,09/12/2023,17:00,Young Boys,St. Gallen,3,0,H,2.38,4.01,2.75,2.43,4.01,3.03,2.29,3.86,2.71
Switzerland,Super League,2023/2024,09/12/2023,19:30,Lausanne,Servette,1,1,D,3.01,3.67,2.34,3.04,3.68,2.35,2.91,3.54,2.27
Switzerland,Super League,2023/2024,10/12/2023,13:15,Lugano,Winterthur,2,1,H,1.74,4.29,4.39,1.91,4.3,4.5,1.72,4.06,4.18
Switzerland,Super League,2023/2024,10/12/2023,15:30,Yverdon,Lausanne Ouchy,2,1,H,3.04,3.49,2.39,3.15,3.53,2.62,2.98,3.4,2.29
Switzerland,Super League,2023/2024,10/12/2023,15:30,Zurich,Luzern,1,1,D,1.78,3.81,4.78,1.87,3.94,4.78,1.75,3.74,4.41
Switzerland,Super League,2023/2024,13/12/2023,19:30,Winterthur,Zurich,2,1,H,4.17,3.73,1.89,4.2,3.84,1.91,3.91,3.67,1.86
Switzerland,Super League,2023/2024,16/12/2023,17:00,Lausanne Ouchy,Young Boys,1,3,A,3.86,3.76,1.96,4.61,4.13,1.97,3.72,3.75,1.89
Switzerland,Super League,2023/2024,16/12/2023,17:00,St. Gallen,Zurich,1,0,H,2.02,3.9,3.54,2.25,3.92,3.75,2.02,3.68,3.35
Switzerland,Super League,2023/2024,16/12/2023,19:30,Grasshoppers,Yverdon,1,1,D,1.87,3.85,4.14,1.89,3.93,4.35,1.83,3.75,3.94
Switzerland,Super League,2023/2024,17/12/2023,13:15,Winterthur,Lausanne,1,0,H,2.65,3.55,2.67,2.65,3.61,2.71,2.54,3.43,2.61
Switzerland,Super League,2023/2024,17/12/2023,15:30,Luzern,Basel,0,1,A,1.7,4.15,4.81,1.75,4.15,5.25,1.69,3.93,4.49
Switzerland,Super League,2023/2024,17/12/2023,15:30,Servette,Lugano,2,2,D,1.78,4.03,4.42,1.88,4.1,4.45,1.77,3.82,4.15
Switzerland,Super League,2023/2024,20/01/2024,17:00,Young Boys,Grasshoppers,1,0,H,1.49,4.94,6.12,1.52,5,6.5,1.46,4.66,5.74
Switzerland,Super League,2023/2024,20/01/2024,19:30,Lausanne,St. Gallen,0,1,A,2.76,3.67,2.51,2.79,3.76,2.51,2.66,3.54,2.44
Switzerland,Super League,2023/2024,21/01/2024,15:30,Lugano,Lausanne Ouchy,2,3,A,1.68,4.04,5.1,1.71,4.05,5.25,1.65,3.91,4.81
Switzerland,Super League,2023/2024,21/01/2024,15:30,Zurich,Basel,0,0,D,1.76,3.84,4.84,1.77,4.2,4.85,1.72,3.8,4.44
Switzerland,Super League,2023/2024,23/01/2024,18:00,Winterthur,Servette,3,3,D,3.25,3.7,2.19,3.42,3.78,2.21,3.14,3.58,2.11
Switzerland,Super League,2023/2024,23/01/2024,18:00,Yverdon,Luzern,2,1,H,3.4,3.64,2.15,3.4,3.82,2.21,3.09,3.64,2.12
Switzerland,Super League,2023/2024,27/01/2024,17:00,Lausanne Ouchy,Winterthur,1,3,A,2.7,3.51,2.65,2.78,3.6,2.7,2.62,3.42,2.54
Switzerland,Super League,2023/2024,27/01/2024,17:00,Servette,Yverdon,1,0,H,1.49,4.56,6.82,1.49,4.8,7.5,1.44,4.47,6.55
Switzerland,Super League,2023/2024,27/01/2024,19:30,Basel,Young Boys,1,0,H,3.07,3.42,2.41,3.07,3.61,2.55,2.83,3.38,2.39
Switzerland,Super League,2023/2024,28/01/2024,13:15,St. Gallen,Lugano,1,4,A,1.76,4.21,4.33,1.8,4.3,4.53,1.73,4.03,4.12
Switzerland,Super League,2023/2024,28/01/2024,15:30,Grasshoppers,Zurich,2,1,H,4.06,3.67,1.93,4.09,3.8,2.01,3.71,3.56,1.93
Switzerland,Super League,2023/2024,28/01/2024,15:30,Luzern,Lausanne,2,1,H,2.07,3.67,3.59,2.21,3.75,3.59,2.05,3.58,3.35
Switzerland,Super League,2023/2024,30/01/2024,19:30,Winterthur,Basel,1,3,A,2.26,3.56,3.22,2.33,3.68,3.22,2.23,3.49,2.99
Switzerland,Super League,2023/2024,30/01/2024,19:30,Young Boys,Yverdon,5,1,H,1.32,5.65,9.72,1.4,5.8,9.72,1.35,5.18,7.48
Switzerland,Super League,2023/2024,31/01/2024,19:30,Lugano,Grasshoppers,0,0,D,1.85,3.87,4.2,1.87,4,4.25,1.82,3.75,3.95
Switzerland,Super League,2023/2024,31/01/2024,19:30,St. Gallen,Servette,0,2,A,2.54,3.44,2.86,2.59,3.55,2.95,2.45,3.36,2.76
Switzerland,Super League,2023/2024,31/01/2024,19:30,Zurich,Lausanne,2,2,D,1.91,3.4,4.6,1.99,3.8,4.6,1.85,3.47,4.2
Switzerland,Super League,2023/2024,01/02/2024,19:30,Lausanne Ouchy,Luzern,0,3,A,3.6,3.77,2.03,3.75,4.04,2.08,3.41,3.64,2
Switzerland,Super League,2023/2024,03/02/2024,17:00,Grasshoppers,Winterthur,0,1,A,2.47,3.59,2.86,2.5,3.8,2.94,2.37,3.54,2.73
Switzerland,Super League,2023/2024,03/02/2024,17:00,Lausanne,Young Boys,0,1,A,2.94,3.64,2.39,2.96,3.75,2.4,2.8,3.55,2.31
Switzerland,Super League,2023/2024,03/02/2024,19:30,Basel,Lugano,0,1,A,2.39,3.38,3.14,2.39,3.5,3.14,2.29,3.36,3
Switzerland,Super League,2023/2024,04/02/2024,13:15,Yverdon,Zurich,3,0,H,4.74,3.81,1.78,4.74,4,1.9,4.26,3.75,1.76
Switzerland,Super League,2023/2024,04/02/2024,15:30,Luzern,St. Gallen,1,0,H,2.72,3.84,2.47,2.74,3.87,2.74,2.55,3.66,2.48
Switzerland,Super League,2023/2024,04/02/2024,15:30,Servette,Lausanne Ouchy,3,1,H,1.34,5.62,8.9,1.37,5.7,9.3,1.32,5.21,8.41
Switzerland,Super League,2023/2024,10/02/2024,17:00,Lausanne Ouchy,Lausanne,1,1,D,4.57,3.75,1.82,4.57,3.77,1.94,4.11,3.61,1.82
Switzerland,Super League,2023/2024,10/02/2024,17:00,Zurich,Grasshoppers,1,0,H,1.94,3.42,4.37,1.98,3.8,4.5,1.87,3.42,4.14
Switzerland,Super League,2023/2024,10/02/2024,19:30,Lugano,Young Boys,3,3,D,2.96,3.43,2.47,2.96,3.65,2.47,2.77,3.48,2.37
Switzerland,Super League,2023/2024,11/02/2024,13:15,Winterthur,Luzern,2,1,H,2.67,3.59,2.63,2.77,3.6,2.63,2.61,3.5,2.5
Switzerland,Super League,2023/2024,11/02/2024,15:30,Basel,St. Gallen,1,0,H,2.34,3.58,3.06,2.42,3.64,3.06,2.31,3.46,2.87
Switzerland,Super League,2023/2024,11/02/2024,15:30,Yverdon,Servette,2,1,H,4.18,3.72,1.9,5,4.15,1.9,4.1,3.64,1.82
Switzerland,Super League,2023/2024,17/02/2024,17:00,Lausanne,Yverdon,3,1,H,1.78,4.07,4.42,1.88,4.07,4.59,1.77,3.78,4.18
Switzerland,Super League,2023/2024,17/02/2024,17:00,St. Gallen,Winterthur,2,2,D,2.05,3.93,3.43,2.06,4.5,4.33,1.92,3.9,3.47
Switzerland,Super League,2023/2024,17/02/2024,19:30,Grasshoppers,Basel,2,1,H,2.95,3.21,2.61,3,3.25,2.61,2.86,3.14,2.5
Switzerland,Super League,2023/2024,18/02/2024,13:15,Young Boys,Lausanne Ouchy,1,0,H,1.33,5.72,9.16,1.36,5.8,9.2,1.31,5.44,8.16
Switzerland,Super League,2023/2024,18/02/2024,15:30,Luzern,Zurich,0,1,A,2.52,3.42,2.91,2.52,3.6,2.91,2.41,3.37,2.79
Switzerland,Super League,2023/2024,18/02/2024,15:30,Servette,Lugano,2,1,H,1.85,3.8,4.29,1.9,4,4.4,1.82,3.66,4.04
Switzerland,Super League,2023/2024,24/02/2024,17:00,St. Gallen,Lausanne Ouchy,1,0,H,1.49,4.95,6.04,1.5,5.3,7.5,1.43,4.78,6.29
Switzerland,Super League,2023/2024,24/02/2024,17:00,Yverdon,Basel,0,2,A,3.27,3.35,2.33,3.27,3.45,2.36,3.07,3.32,2.26
Switzerland,Super League,2023/2024,24/02/2024,19:30,Grasshoppers,Luzern,0,1,A,3.75,3.52,2.07,3.75,3.6,2.2,3.35,3.39,2.1
Switzerland,Super League,2023/2024,25/02/2024,13:15,Lugano,Zurich,2,0,H,2.28,3.4,3.32,2.6,3.45,3.32,2.31,3.28,3.05
Switzerland,Super League,2023/2024,25/02/2024,15:30,Lausanne,Winterthur,1,1,D,2.11,3.62,3.52,2.12,3.65,3.6,2.02,3.52,3.42
Switzerland,Super League,2023/2024,25/02/2024,15:30,Young Boys,Servette,0,1,A,2.43,3.58,2.91,2.43,3.75,3.07,2.3,3.55,2.83
Switzerland,Super League,2023/2024,02/03/2024,17:00,Lausanne Ouchy,Grasshoppers,1,1,D,3.3,3.42,2.28,3.31,3.42,2.5,3.13,3.27,2.26
Switzerland,Super League,2023/2024,02/03/2024,17:00,Servette,St. Gallen,2,0,H,1.9,3.9,3.95,1.93,4,3.95,1.87,3.74,3.69
Switzerland,Super League,2023/2024,02/03/2024,19:30,Basel,Lausanne,1,2,A,2.22,3.37,3.49,2.31,3.5,3.49,2.19,3.3,3.23
Switzerland,Super League,2023/2024,03/03/2024,13:15,Luzern,Lugano,0,1,A,2.01,3.66,3.79,2.1,4,3.79,1.98,3.64,3.44
Switzerland,Super League,2023/2024,03/03/2024,15:30,Winterthur,Yverdon,2,1,H,1.85,4.01,4.08,1.91,4.01,4.33,1.83,3.76,3.88
Switzerland,Super League,2023/2024,03/03/2024,15:30,Zurich,Young Boys,1,0,H,2.5,3.38,2.96,2.6,3.5,2.96,2.45,3.34,2.76
Switzerland,Super League,2023/2024,09/03/2024,17:00,Winterthur,Grasshoppers,2,0,H,2.11,3.42,3.73,2.17,3.42,3.73,2.09,3.3,3.46
Switzerland,Super League,2023/2024,09/03/2024,17:00,Yverdon,Zurich,3,2,H,4.89,3.88,1.74,5,3.9,1.82,4.44,3.63,1.75
Switzerland,Super League,2023/2024,09/03/2024,19:30,St. Gallen,Lugano,2,3,A,2.01,3.78,3.67,2.05,3.85,3.67,1.96,3.7,3.44
Switzerland,Super League,2023/2024,10/03/2024,13:15,Servette,Lausanne,3,1,H,1.73,3.92,4.93,1.76,3.97,5,1.72,3.74,4.54
Switzerland,Super League,2023/2024,10/03/2024,15:30,Lausanne Ouchy,Luzern,2,1,H,5.24,4.32,1.63,5.34,4.32,1.65,4.86,4.09,1.61
Switzerland,Super League,2023/2024,10/03/2024,15:30,Young Boys,Basel,5,1,H,1.85,3.82,4.28,1.87,3.9,4.4,1.79,3.72,4.11
Switzerland,Super League,2023/2024,16/03/2024,17:00,Basel,Winterthur,1,1,D,1.96,3.75,3.87,2,3.78,3.9,1.92,3.53,3.75
Switzerland,Super League,2023/2024,16/03/2024,17:00,Grasshoppers,St. Gallen,1,1,D,3.42,3.65,2.14,3.45,3.69,2.2,3.21,3.46,2.13
Switzerland,Super League,2023/2024,16/03/2024,19:30,Lugano,Yverdon,2,0,H,1.45,4.88,6.91,1.46,4.96,7.21,1.42,4.68,6.63
Switzerland,Super League,2023/2024,17/03/2024,13:15,Zurich,Lausanne Ouchy,2,2,D,1.36,5.09,9.24,1.38,5.14,9.27,1.34,4.82,8.44
Switzerland,Super League,2023/2024,17/03/2024,15:30,Lausanne,Young Boys,2,0,H,3.26,3.73,2.18,3.34,3.8,2.18,3.18,3.65,2.07
Switzerland,Super League,2023/2024,17/03/2024,15:30,Luzern,Servette,2,2,D,2.63,3.52,2.71,2.65,3.6,2.75,2.56,3.45,2.58
Switzerland,Super League,2023/2024,30/03/2024,17:00,Lausanne Ouchy,Lugano,1,3,A,4.58,3.85,1.78,4.58,4,1.84,4.25,3.77,1.76
Switzerland,Super League,2023/2024,30/03/2024,17:00,Winterthur,Servette,1,0,H,4.34,3.95,1.79,4.75,3.98,1.91,4.22,3.79,1.76
Switzerland,Super League,2023/2024,30/03/2024,19:30,Basel,Zurich,2,2,D,2.69,3.35,2.72,2.7,3.35,2.77,2.59,3.22,2.68
Switzerland,Super League,2023/2024,01/04/2024,13:15,Yverdon,Young Boys,0,0,D,5.03,4.35,1.63,5.1,4.4,1.67,4.78,4.19,1.6
Switzerland,Super League,2023/2024,01/04/2024,15:30,Grasshoppers,Lausanne,0,1,A,2.52,3.37,2.89,2.6,3.45,2.89,2.49,3.28,2.75
Switzerland,Super League,2023/2024,01/04/2024,15:30,St. Gallen,Luzern,1,1,D,2,3.86,3.56,2.05,4.02,3.56,1.99,3.81,3.26
Switzerland,Super League,2023/2024,02/04/2024,19:30,Lugano,Basel,2,0,H,1.85,3.94,4.05,1.95,3.96,4.25,1.85,3.74,3.88
Switzerland,Super League,2023/2024,03/04/2024,19:30,Servette,Lausanne Ouchy,1,2,A,1.28,5.97,9.85,1.31,6.3,11,1.27,5.66,9.27
Switzerland,Super League,2023/2024,03/04/2024,19:30,Zurich,Winterthur,0,0,D,1.75,3.66,5.1,1.78,3.75,5.29,1.72,3.61,4.74
Switzerland,Super League,2023/2024,04/04/2024,19:30,Lausanne,St. Gallen,3,3,D,2.53,3.49,2.8,2.57,3.6,2.8,2.47,3.46,2.67
Switzerland,Super League,2023/2024,04/04/2024,19:30,Luzern,Yverdon,1,0,H,1.52,4.57,5.93,1.55,4.75,6.2,1.49,4.45,5.7
Switzerland,Super League,2023/2024,04/04/2024,19:30,Young Boys,Grasshoppers,3,0,H,1.61,3.96,5.83,1.65,4.33,6.5,1.59,3.98,5.36
Switzerland,Super League,2023/2024,06/04/2024,17:00,Lausanne Ouchy,Basel,0,2,A,3.25,3.71,2.16,3.57,3.71,2.21,3.29,3.54,2.07
Switzerland,Super League,2023/2024,06/04/2024,17:00,Winterthur,Lugano,2,2,D,3.13,3.5,2.31,3.13,3.56,2.41,2.94,3.41,2.3
Switzerland,Super League,2023/2024,06/04/2024,19:30,Servette,Zurich,0,1,A,1.93,3.54,4.16,1.94,3.75,4.22,1.89,3.51,3.91
Switzerland,Super League,2023/2024,07/04/2024,13:15,Luzern,Lausanne,0,0,D,1.95,3.92,3.65,2,3.96,3.76,1.92,3.76,3.54
Switzerland,Super League,2023/2024,07/04/2024,15:30,St. Gallen,Young Boys,2,2,D,2.27,3.84,2.95,2.35,3.9,2.96,2.25,3.73,2.8
Switzerland,Super League,2023/2024,07/04/2024,15:30,Yverdon,Grasshoppers,3,2,H,2.91,3.39,2.5,2.91,3.5,2.6,2.73,3.35,2.47
Switzerland,Super League,2023/2024,13/04/2024,17:00,Grasshoppers,Lugano,0,1,A,3.57,3.62,2.07,3.75,3.62,2.1,3.47,3.41,2.04
Switzerland,Super League,2023/2024,13/04/2024,17:00,Lausanne,Zurich,1,0,H,2.47,3.26,3.06,2.47,3.4,3.09,2.36,3.29,2.91
Switzerland,Super League,2023/2024,13/04/2024,19:30,St. Gallen,Yverdon,5,1,H,1.39,5.39,7.21,1.42,5.5,7.21,1.38,5.06,6.64
Switzerland,Super League,2023/2024,14/04/2024,13:15,Basel,Servette,2,1,H,3.45,3.55,2.14,3.47,3.6,2.15,3.31,3.48,2.08
Switzerland,Super League,2023/2024,14/04/2024,15:30,Lausanne Ouchy,Winterthur,0,1,A,3.87,3.71,1.95,3.89,3.71,2.05,3.63,3.57,1.94
Switzerland,Super League,2023/2024,14/04/2024,15:30,Young Boys,Luzern,4,2,H,1.76,4.15,4.26,1.76,4.2,4.4,1.72,4.08,4.11
Switzerland,Super League,2023/2024,20/04/2024,17:00,Servette,Grasshoppers,1,0,H,1.47,4.68,6.58,1.53,4.7,7,1.46,4.44,6.15
Switzerland,Super League,2023/2024,20/04/2024,17:00,Yverdon,Lausanne Ouchy,3,0,H,1.92,3.72,3.99,2,3.72,4,1.91,3.58,3.73
Switzerland,Super League,2023/2024,20/04/2024,19:30,Lugano,Lausanne,2,0,H,1.92,3.84,3.85,1.97,3.88,3.85,1.9,3.74,3.6
Switzerland,Super League,2023/2024,21/04/2024,15:30,Luzern,Basel,1,1,D,2.34,3.72,2.92,2.38,3.8,2.92,2.28,3.61,2.82
Switzerland,Super League,2023/2024,21/04/2024,15:30,Winterthur,Young Boys,1,2,A,2.97,3.74,2.3,3.07,3.78,2.3,2.94,3.64,2.19
Switzerland,Super League,2023/2024,21/04/2024,15:30,Zurich,St. Gallen,0,1,A,2.28,3.48,3.18,2.38,3.6,3.27,2.23,3.49,3
Switzerland,Super League,2023/2024,04/05/2024,17:00,Grasshoppers,Lausanne Ouchy,3,2,H,1.75,3.84,4.78,1.76,3.95,5,1.71,3.72,4.55
Switzerland,Super League,2023/2024,04/05/2024,17:00,Servette,Winterthur,2,1,H,1.44,4.88,6.93,1.49,5,6.93,1.43,4.64,6.15
Switzerland,Super League,2023/2024,04/05/2024,19:30,Lugano,St. Gallen,0,1,A,2.57,3.71,2.63,2.62,3.79,2.74,2.45,3.66,2.56
Switzerland,Super League,2023/2024,05/05/2024,13:15,Basel,Luzern,1,1,D,2.11,3.61,3.46,2.17,3.83,3.5,2.11,3.55,3.16
Switzerland,Super League,2023/2024,05/05/2024,15:30,Yverdon,Lausanne,3,1,H,3.31,3.42,2.25,3.35,3.52,2.28,3.18,3.32,2.17
Switzerland,Super League,2023/2024,05/05/2024,15:30,Zurich,Young Boys,0,2,A,2.64,3.48,2.69,2.64,3.59,2.72,2.53,3.42,2.57
Switzerland,Super League,2023/2024,10/05/2024,19:30,Lausanne,Basel,0,0,D,2.28,3.45,3.22,2.38,3.6,3.22,2.25,3.39,3.02
Switzerland,Super League,2023/2024,10/05/2024,19:30,Luzern,Grasshoppers,1,1,D,1.98,3.63,3.86,2,3.8,3.9,1.92,3.64,3.63
Switzerland,Super League,2023/2024,11/05/2024,19:30,Lausanne Ouchy,Yverdon,3,1,H,3.17,3.6,2.24,3.17,3.65,2.67,3,3.52,2.21
Switzerland,Super League,2023/2024,11/05/2024,19:30,Young Boys,Lugano,0,1,A,2.08,3.7,3.46,2.08,3.99,3.83,1.98,3.74,3.33
Switzerland,Super League,2023/2024,12/05/2024,13:15,Winterthur,Zurich,1,3,A,2.71,3.42,2.66,3,3.55,2.66,2.61,3.33,2.57
Switzerland,Super League,2023/2024,12/05/2024,15:30,St. Gallen,Servette,1,1,D,2.4,3.61,2.89,2.43,3.9,2.89,2.3,3.66,2.74
Switzerland,Super League,2023/2024,14/05/2024,19:30,Basel,Lausanne Ouchy,2,0,H,1.38,5.41,7.51,1.39,5.5,8,1.36,5.17,7.06
Switzerland,Super League,2023/2024,14/05/2024,19:30,Grasshoppers,Yverdon,2,0,H,1.83,3.89,4.24,1.85,4,4.3,1.79,3.79,4.01
Switzerland,Super League,2023/2024,15/05/2024,19:30,Lausanne,Luzern,0,2,A,2.11,3.96,3.19,2.11,4,3.57,1.98,3.82,3.29
Switzerland,Super League,2023/2024,15/05/2024,19:30,Zurich,Servette,2,1,H,2.83,3.47,2.51,2.83,3.55,2.52,2.73,3.39,2.43
Switzerland,Super League,2023/2024,16/05/2024,19:30,Lugano,Winterthur,4,2,H,1.57,4.45,5.47,1.6,4.5,5.6,1.55,4.28,5.16
Switzerland,Super League,2023/2024,16/05/2024,19:30,Young Boys,St. Gallen,3,1,H,1.72,4.39,4.27,1.81,4.5,4.27,1.73,4.21,3.89
